****************************************************************
Suite Created By = Protacon Technologies Ltd
TesterID = SWT-G3-42
SWT version = 1.4.0.6
TestPlaceIdentification = HST-6
ProductType = UHF
Chip Model = Monza5
Chip Manufacturer = Impinj
Product Specification = 3003122
Inlay Type = UHF
Product Readiness Level = 
Prodline Name = HST-6
Tester Name = SWT-G3_42
Product Name = Dose Wet
Product Spec = 3003122
Encoding Specification = 
Start of test = 2019-08-05 00:48:32
Main Roll ID = 0006262502
Sub Roll IDs = 
Roll Counter = 1
ReadersGAPs = 
Attenuation1.Value = 14.0
Attenuation2.Value = 0.0
Operator Name IC-Attachment =
Operator Name IC-Converting =
Operator Name Final Testing =
Chip Manufacturing Date =
SFG Roll ID = 0006262153
R1_CMD1 = FF0928000000020000000006 (CRC:CCITT:1:-1)|FF0D28000000E28011302000XXXXXXXXXXXXXXXX|45|0|1|0|Read Tag Tid Cmd(0:0)|1|TID(12:24)
Fields = Index, TID(12:24), ProductionMode, Status, Status_R1, Status_R2, Attenuation(0:), Attenuation_R1, Attenuation_R2, SpliceCount(0:), Time
1433.1, FF0D28000000E28011302000390A567809F63195, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:49.661
1434.1, FF0D28000000E2801130200035F9567709F6354A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:49.912
1435.1, FF0D28000000E28011302000391A567809F672F6, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:50.163
1436.1, FF0D28000000E2801130200035E9567709F67629, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:50.426
1437.1, FF0D28000000E2801130200035FA566E09F6EF02, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:50.675
1438.1, FF0D28000000E28011302000316A567209F68E77, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:50.927
1439.1, FF0D28000000E28011302000390A567009F6B09D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:51.179
1440.1, FF0D28000000E28011302000317A567209F6CD14, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:51.445
1441.1, FF0D28000000E2801130200035EA566309F67DCC, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:51.681
1442.1, FF0D28000000E28011302000315A566809F6F8A9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:51.932
1443.1, FF0D28000000E2801130200035FA566309F63EAF, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:52.196
1444.1, FF0D28000000E28011302000316A566809F63D0C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:52.447
1445.1, FF0D28000000E2801130200035DA565709F6CEBE, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:52.702
1446.1, FF0D28000000E28011302000314A565D09F6DD3C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:52.954
1447.1, FF0D28000000E2801130200035EA565709F60B1B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:53.218
1448.1, FF0D28000000E28011302000315A565D09F69E5F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:53.458
1449.1, FF0D28000000E2801130200035CA564B09F65E60, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:53.719
1450.1, FF0D28000000E28011302000313A565109F6C4B8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:53.971
1451.1, FF0D28000000E2801130200035DA564B09F61D03, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:54.219
1452.1, FF0D28000000E28011302000314A565109F61CB0, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:54.486
1453.1, FF0D28000000E2801130200035BA563F09F6B87B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:54.733
1454.1, FF0D28000000E28011302000312A564509F6D56E, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:54.987
1455.1, FF0D28000000E2801130200035CA563F09F66073, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:55.246
1456.1, FF0D28000000E28011302000313A564509F6960D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:55.489
1457.1, FF0D28000000E2801130200035AA563409F64A73, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:55.751
1458.1, FF0D28000000E28011302000311A563909F6AFD0, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:55.999
1459.1, FF0D28000000E2801130200035BA563409F60910, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:56.254
1460.1, FF0D28000000E28011302000312A563909F66A75, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:56.505
1461.1, FF0D28000000E28011302000359A562C09F61CEF, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:56.765
1462.1, FF0D28000000E28011302000310A563009F67D9A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:57.018
1463.1, FF0D28000000E2801130200035AA562C09F6D94A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:57.279
1464.1, FF0D28000000E28011302000311A563009F63EF9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:57.517
1465.1, FF0D28000000E28011302000359B563409F6B8E6, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:57.782
1466.1, FF0D28000000E28011302000313B563009F68F0F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:58.034
1467.1, FF0D28000000E28011302000358B563409F6FB85, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:58.283
1468.1, FF0D28000000E28011302000312B563009F6CC6C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:58.533
1469.1, FF0D28000000E2801130200035AB563F09F6CC28, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:58.787
1470.1, FF0D28000000E28011302000314B563909F6C62E, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:59.039
1471.1, FF0D28000000E28011302000359B563F09F6098D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:59.286
1472.1, FF0D28000000E28011302000313B563909F61E26, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:59.549
1473.1, FF0D28000000E2801130200035BB564B09F6B158, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:14:59.801
1474.1, FF0D28000000E28011302000315B564509F63A56, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:00.062
1475.1, FF0D28000000E2801130200035AB564B09F6F23B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:00.305
1476.1, FF0D28000000E28011302000314B564509F67935, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:00.565
1477.1, FF0D28000000E2801130200035CB565709F6BAED, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:00.820
1478.1, FF0D28000000E28011302000316B565109F6AD46, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:01.071
1479.1, FF0D28000000E2801130200035BB565709F662E5, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:01.334
1480.1, FF0D28000000E28011302000315B565109F668E3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:01.573
1481.1, FF0D28000000E2801130200035DB566309F68F59, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:01.833
1482.1, FF0D28000000E28011302000317B565D09F62FA9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:02.087
1483.1, FF0D28000000E2801130200035CB566309F6CC3A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:02.339
1484.1, FF0D28000000E28011302000316B565D09F66CCA, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:02.592
1485.1, FF0D28000000E2801130200035EB566E09F69B51, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:02.851
1486.1, FF0D28000000E28011302000318B566809F6AA0D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:03.103
1487.1, FF0D28000000E2801130200035DB566E09F65EF4, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:03.371
1488.1, FF0D28000000E28011302000317B566809F6495F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:03.607
1489.1, FF0D28000000E2801130200035FB567709F65B2A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:03.864
1490.1, FF0D28000000E28011302000319B567209F65A15, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:04.113
1491.1, FF0D28000000E2801130200035EB567709F61849, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:04.364
1492.1, FF0D28000000E28011302000318B567209F61976, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:04.626
1493.1, FF0D28000000E28011302000318C567209F69CE6, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:04.876
1494.1, FF0D28000000E2801130200035EC567709F69DD9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:05.131
1495.1, FF0D28000000E28011302000319C567209F6DF85, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:05.380
1496.1, FF0D28000000E2801130200035FC567709F6DEBA, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:05.634
1497.1, FF0D28000000E28011302000317C566809F6CCCF, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:05.893
1498.1, FF0D28000000E2801130200035DC566E09F6DB64, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:06.144
1499.1, FF0D28000000E28011302000318C566809F62F9D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:06.397
1500.1, FF0D28000000E2801130200035EC566E09F61EC1, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:06.658
1501.1, FF0D28000000E28011302000316C565D09F6E95A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:06.922
1502.1, FF0D28000000E2801130200035CC566309F649AA, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:07.161
1503.1, FF0D28000000E28011302000317C565D09F6AA39, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:07.413
1504.1, FF0D28000000E2801130200035DC566309F60AC9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:07.665
1505.1, FF0D28000000E28011302000315C565109F6ED73, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:07.917
1506.1, FF0D28000000E2801130200035BC565709F6E775, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:08.172
1507.1, FF0D28000000E28011302000316C565109F628D6, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:08.423
1508.1, FF0D28000000E2801130200035CC565709F63F7D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:08.682
1509.1, FF0D28000000E28011302000314C564509F6FCA5, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:08.934
1510.1, FF0D28000000E2801130200035AC564B09F677AB, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:09.196
1511.1, FF0D28000000E2801130200035AC563F09F649B8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:09.451
1512.1, FF0D28000000E28011302000312C563009F649FC, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:09.699
1513.1, FF0D28000000E28011302000358C563409F67E15, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:09.949
1514.1, FF0D28000000E28011302000313C563009F60A9F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:10.204
1515.1, FF0D28000000E28011302000359C563409F63D76, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:10.451
1516.1, FF0D28000000E2801130200039ED562D09F61E64, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:10.702
1517.1, FF0D28000000E28011302000358D562C09F6DA1C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:10.967
1518.1, FF0D28000000E2801130200039DD562D09F6DBC1, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:11.217
1519.1, FF0D28000000E28011302000358C562C09F6ED2C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:11.469
1520.1, FF0D28000000E28011302000310D563909F66923, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:11.731
1521.1, FF0D28000000E28011302000359D563409F60A46, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:11.980
1522.1, FF0D28000000E2801130200039ED563609F6BD3E, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:12.231
1523.1, FF0D28000000E28011302000358D563409F64925, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:12.487
1524.1, FF0D28000000E28011302000311D564509F6955B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:12.747
1525.1, FF0D28000000E2801130200035AD563F09F67E88, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:12.986
1526.1, FF0D28000000E28011302000310D564509F6D638, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:13.249
1527.1, FF0D28000000E28011302000359D563F09F6BB2D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:13.500
1528.1, FF0D28000000E28011302000312D565109F6024B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:13.751
1529.1, FF0D28000000E2801130200035BD564B09F603F8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:14.002
1530.1, FF0D28000000E28011302000311D565109F6C7EE, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:14.254
1531.1, FF0D28000000E2801130200035AD564B09F6409B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:14.506
1532.1, FF0D28000000E28011302000315D565D09F61BCF, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:14.772
1533.1, FF0D28000000E2801130200035ED565709F68E8B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:15.023
1534.1, FF0D28000000E28011302000314D565D09F658AC, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:15.271
1535.1, FF0D28000000E2801130200035DD565709F64B2E, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:15.523
1536.1, FF0D28000000E28011302000316D566809F6B89C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:15.774
1537.1, FF0D28000000E2801130200035FD566309F6BB3F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:16.026
1538.1, FF0D28000000E28011302000315D566809F67D39, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:16.291
1539.1, FF0D28000000E2801130200035ED566309F6F85C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:16.544
1540.1, FF0D28000000E28011302000317D567209F64884, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:16.791
1541.1, FF0D28000000E28011302000390D567009F6350D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:17.054
1542.1, FF0D28000000E28011302000316D567209F60BE7, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:17.306
1543.1, FF0D28000000E2801130200035FD566E09F66A92, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:17.545
1544.1, FF0D28000000E28011302000392E567809F66B93, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:17.807
1545.1, FF0D28000000E28011302000392D567809F632C3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:18.063
1546.1, FF0D28000000E28011302000393E567809F628F0, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:18.314
1547.1, FF0D28000000E28011302000391D567809F6F766, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:18.574
1548.1, FF0D28000000E28011302000390E567009F66C5D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:18.828
1549.1, FF0D28000000E28011302000317E567209F611D4, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:19.078
1550.1, FF0D28000000E28011302000391E567009F62F3E, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:19.325
1551.1, FF0D28000000E28011302000318E567209F6F286, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:19.580
1552.1, FF0D28000000E2801130200035FE566309F6E26F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:19.840
1553.1, FF0D28000000E28011302000316E566809F6E1CC, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:20.093
1554.1, FF0D28000000E28011302000390E566509F62EC9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:20.344
1555.1, FF0D28000000E28011302000317E566809F6A2AF, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:20.604
1556.1, FF0D28000000E2801130200035EE565709F6D7DB, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:20.859
1557.1, FF0D28000000E28011302000315E565D09F6429F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:21.120
1558.1, FF0D28000000E2801130200035FE565709F694B8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:21.361
1559.1, FF0D28000000E28011302000316E565D09F6873A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:21.610
1560.1, FF0D28000000E2801130200035DE564B09F6C1C3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:21.873
1561.1, FF0D28000000E28011302000314E565109F6C070, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:22.125
1562.1, FF0D28000000E2801130200035EE564B09F60466, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:22.372
1563.1, FF0D28000000E28011302000315E565109F68313, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:22.635
1564.1, FF0D28000000E2801130200035CE563F09F6BCB3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:22.888
1565.1, FF0D28000000E28011302000313E564509F64ACD, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:23.135
1566.1, FF0D28000000E2801130200035DE563F09F6FFD0, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:23.399
1567.1, FF0D28000000E28011302000314E564509F692C5, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:23.638
1568.1, FF0D28000000E2801130200035BE563409F6D5D0, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:23.901
1569.1, FF0D28000000E28011302000312E563909F6B6B5, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:24.153
1570.1, FF0D28000000E2801130200035CE563409F60DD8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:24.407
1571.1, FF0D28000000E28011302000313E563909F6F5D6, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:24.656
1572.1, FF0D28000000E2801130200035AE562C09F6058A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:24.908
1573.1, FF0D28000000E28011302000311E563009F6E239, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:25.162
1574.1, FF0D28000000E2801130200035BE562C09F646E9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:25.426
1575.1, FF0D28000000E28011302000312E563009F6279C, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:25.679
1576.1, FF0D28000000E28011302000358F563409F62745, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:25.924
1577.1, FF0D28000000E28011302000312F563009F610AC, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:26.179
1578.1, FF0D28000000E28011302000357F563409F6C417, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:26.431
1579.1, FF0D28000000E28011302000311F563009F6D509, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:26.691
1580.1, FF0D28000000E2801130200035BF563F09F6538B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:26.945
1581.1, FF0D28000000E28011302000315F563909F6598D, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:27.195
1582.1, FF0D28000000E2801130200035AF563F09F610E8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:27.444
1583.1, FF0D28000000E28011302000314F563909F61AEE, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:27.711
1584.1, FF0D28000000E2801130200035DF564B09F6F6F3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:27.950
1585.1, FF0D28000000E28011302000317F564509F66050, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:28.213
1586.1, FF0D28000000E2801130200035CF564B09F6B590, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:28.461
1587.1, FF0D28000000E28011302000316F564509F62333, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:28.714
1588.1, FF0D28000000E2801130200035FF565709F6A388, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:28.967
1589.1, FF0D28000000E28011302000319F565109F692D4, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:29.217
1590.1, FF0D28000000E2801130200035EF565709F6E0EB, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:29.469
1591.1, FF0D28000000E28011302000318F565109F6D1B7, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:29.720
1592.1, FF0D28000000E28011302000391F566509F65A9A, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:29.987
1593.1, FF0D28000000E2801130200031BF565D09F6D59E, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:30.235
1594.1, FF0D28000000E28011302000390F566509F619F9, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:30.487
1595.1, FF0D28000000E2801130200031AF565D09F696FD, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:30.749
1596.1, FF0D28000000E28011302000393F567009F69EC8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:30.990
1597.1, FF0D28000000E2801130200031DF566809F62803, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:31.240
1598.1, FF0D28000000E28011302000392F567009F6DDAB, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:31.502
1599.1, FF0D28000000E2801130200031CF566809F66B60, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:31.758
1600.1, FF0D28000000E28011302000395F567809F684AB, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:32.007
1601.1, FF0D28000000E2801130200031FF567209F61DBE, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:32.258
1602.1, FF0D28000000E28011302000394F567809F6C7C8, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:32.526
1603.1, FF0D28000000E2801130200031EF567209F65EDD, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:32.768
1604.1, FF0D28000000E280113020003050567609F6BA23, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:33.023
1605.1, FF0D28000000E2801130200034B0567609F6D0E3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:33.285
1606.1, FF0D28000000E280113020003060567609F67F86, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:33.536
1607.1, FF0D28000000E2801130200034C0567609F608EB, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:33.782
1608.1, FF0D28000000E280113020003030566C09F69233, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:34.037
1609.1, FF0D28000000E280113020003490566D09F6F57F, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:34.283
1610.1, FF0D28000000E280113020003040566C09F64A3B, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:34.534
1611.1, FF0D28000000E2801130200034A0566D09F630DA, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:34.798
1612.1, FF0D28000000E280113020003010566009F6D579, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:35.049
1613.1, FF0D28000000E280113020003470566209F6A4A1, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:35.313
1614.1, FF0D28000000E280113020003020566009F610DC, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:35.553
1615.1, FF0D28000000E280113020003480566209F647F3, 0, 1, 1, 0, 14.0, 14.0, 0.0, 0, 2019-08-05 01:15:35.813
